"Jahr","Monat","Jahr_Monat","Standort","Heizgradtag","akkumulierteTemperaturdifferenz"
2006,9,"2006-09","Schimmelstrasse",0,0
2006,10,"2006-10","Schimmelstrasse",0,0
2006,11,"2006-11","Schimmelstrasse",300,92
2006,12,"2006-12","Schimmelstrasse",467,227
2008,1,"2008-01","Schimmelstrasse",,
2008,2,"2008-02","Schimmelstrasse",414,182
2008,3,"2008-03","Schimmelstrasse",413,165
2008,4,"2008-04","Schimmelstrasse",226,58
2008,5,"2008-05","Schimmelstrasse",8,0
2008,6,"2008-06","Schimmelstrasse",0,0
2008,7,"2008-07","Schimmelstrasse",0,0
2008,8,"2008-08","Schimmelstrasse",0,0
2008,9,"2008-09","Schimmelstrasse",123,19
2008,10,"2008-10","Schimmelstrasse",180,60
2008,11,"2008-11","Schimmelstrasse",415,183
2008,12,"2008-12","Schimmelstrasse",547,299
2010,1,"2010-01","Schimmelstrasse",,
2010,2,"2010-02","Schimmelstrasse",488,264
2010,3,"2010-03","Schimmelstrasse",393,185
2010,4,"2010-04","Schimmelstrasse",162,50
2010,5,"2010-05","Schimmelstrasse",118,22
2010,6,"2010-06","Schimmelstrasse",9,1
2010,7,"2010-07","Schimmelstrasse",0,0
2010,8,"2010-08","Schimmelstrasse",0,0
2010,9,"2010-09","Schimmelstrasse",36,4
2010,10,"2010-10","Schimmelstrasse",246,70
2010,11,"2010-11","Schimmelstrasse",336,152
2010,12,"2010-12","Schimmelstrasse",579,331
2011,1,"2011-01","Schimmelstrasse",522,274
2011,2,"2011-02","Schimmelstrasse",436,212
2011,3,"2011-03","Schimmelstrasse",329,113
2011,4,"2011-04","Schimmelstrasse",59,11
2011,5,"2011-05","Schimmelstrasse",19,3
2011,6,"2011-06","Schimmelstrasse",8,0
2011,7,"2011-07","Schimmelstrasse",0,0
2011,8,"2011-08","Schimmelstrasse",0,0
2011,9,"2011-09","Schimmelstrasse",8,0
2011,10,"2011-10","Schimmelstrasse",228,68
2011,11,"2011-11","Schimmelstrasse",401,169
2011,12,"2011-12","Schimmelstrasse",461,213
2012,1,"2012-01","Schimmelstrasse",506,258
2012,2,"2012-02","Schimmelstrasse",634,402
2012,3,"2012-03","Schimmelstrasse",261,85
2012,4,"2012-04","Schimmelstrasse",264,80
2012,5,"2012-05","Schimmelstrasse",46,6
2012,6,"2012-06","Schimmelstrasse",0,0
2012,7,"2012-07","Schimmelstrasse",0,0
2012,8,"2012-08","Schimmelstrasse",0,0
2012,9,"2012-09","Schimmelstrasse",8,0
2012,10,"2012-10","Schimmelstrasse",179,67
2012,11,"2012-11","Schimmelstrasse",366,142
2012,12,"2012-12","Schimmelstrasse",511,263
2013,1,"2013-01","Schimmelstrasse",549,301
2013,2,"2013-02","Schimmelstrasse",542,318
2013,3,"2013-03","Schimmelstrasse",490,242
2013,4,"2013-04","Schimmelstrasse",248,88
2013,5,"2013-05","Schimmelstrasse",112,24
2013,6,"2013-06","Schimmelstrasse",9,1
2013,7,"2013-07","Schimmelstrasse",0,0
2013,8,"2013-08","Schimmelstrasse",0,0
2013,9,"2013-09","Schimmelstrasse",9,1
2013,10,"2013-10","Schimmelstrasse",82,18
2013,11,"2013-11","Schimmelstrasse",407,191
2013,12,"2013-12","Schimmelstrasse",530,282
2014,1,"2014-01","Schimmelstrasse",470,222
2014,2,"2014-02","Schimmelstrasse",399,175
2014,3,"2014-03","Schimmelstrasse",301,101
2014,4,"2014-04","Schimmelstrasse",115,27
2014,5,"2014-05","Schimmelstrasse",70,14
2014,6,"2014-06","Schimmelstrasse",0,0
2014,7,"2014-07","Schimmelstrasse",0,0
2014,8,"2014-08","Schimmelstrasse",0,0
2014,9,"2014-09","Schimmelstrasse",0,0
2014,10,"2014-10","Schimmelstrasse",92,20
2014,11,"2014-11","Schimmelstrasse",363,123
2014,12,"2014-12","Schimmelstrasse",478,230
2015,1,"2015-01","Schimmelstrasse",508,268
2015,2,"2015-02","Schimmelstrasse",526,302
2015,3,"2015-03","Schimmelstrasse",349,125
2015,4,"2015-04","Schimmelstrasse",151,55
2015,5,"2015-05","Schimmelstrasse",39,7
2015,6,"2015-06","Schimmelstrasse",0,0
2015,7,"2015-07","Schimmelstrasse",0,0
2015,8,"2015-08","Schimmelstrasse",0,0
2015,9,"2015-09","Schimmelstrasse",18,2
2015,10,"2015-10","Schimmelstrasse",,
2015,11,"2015-11","Schimmelstrasse",263,103
2015,12,"2015-12","Schimmelstrasse",453,205
2016,1,"2016-01","Schimmelstrasse",486,238
2016,2,"2016-02","Schimmelstrasse",402,186
2016,3,"2016-03","Schimmelstrasse",410,178
2016,4,"2016-04","Schimmelstrasse",202,58
2016,5,"2016-05","Schimmelstrasse",87,15
2016,6,"2016-06","Schimmelstrasse",0,0
2016,7,"2016-07","Schimmelstrasse",0,0
2016,8,"2016-08","Schimmelstrasse",0,0
2016,9,"2016-09","Schimmelstrasse",0,0
2016,10,"2016-10","Schimmelstrasse",246,62
2016,11,"2016-11","Schimmelstrasse",401,161
2016,12,"2016-12","Schimmelstrasse",546,298
2017,1,"2017-01","Schimmelstrasse",650,402
2017,2,"2017-02","Schimmelstrasse",402,178
2017,3,"2017-03","Schimmelstrasse",269,69
2017,4,"2017-04","Schimmelstrasse",204,68
2017,5,"2017-05","Schimmelstrasse",67,11
2017,6,"2017-06","Schimmelstrasse",0,0
2017,7,"2017-07","Schimmelstrasse",0,0
2017,8,"2017-08","Schimmelstrasse",0,0
2017,9,"2017-09","Schimmelstrasse",17,1
2017,10,"2017-10","Schimmelstrasse",104,24
2017,11,"2017-11","Schimmelstrasse",395,171
2017,12,"2017-12","Schimmelstrasse",527,279
2018,1,"2018-01","Schimmelstrasse",425,177
2018,2,"2018-02","Schimmelstrasse",552,328
2018,3,"2018-03","Schimmelstrasse",454,206
2018,4,"2018-04","Schimmelstrasse",,
2018,5,"2018-05","Schimmelstrasse",17,1
2018,6,"2018-06","Schimmelstrasse",0,0
2018,7,"2018-07","Schimmelstrasse",0,0
2018,8,"2018-08","Schimmelstrasse",0,0
2018,9,"2018-09","Schimmelstrasse",9,1
2018,10,"2018-10","Schimmelstrasse",125,37
2018,11,"2018-11","Schimmelstrasse",391,151
2018,12,"2018-12","Schimmelstrasse",450,210
2019,1,"2019-01","Schimmelstrasse",561,313
2019,2,"2019-02","Schimmelstrasse",415,191
2019,3,"2019-03","Schimmelstrasse",335,103
2019,4,"2019-04","Schimmelstrasse",218,66
2019,5,"2019-05","Schimmelstrasse",125,29
2019,6,"2019-06","Schimmelstrasse",0,0
2019,7,"2019-07","Schimmelstrasse",0,0
2019,8,"2019-08","Schimmelstrasse",0,0
2019,9,"2019-09","Schimmelstrasse",0,0
2019,10,"2019-10","Schimmelstrasse",53,13
2019,11,"2019-11","Schimmelstrasse",377,145
2019,12,"2019-12","Schimmelstrasse",430,198
2020,1,"2020-01","Schimmelstrasse",452,220
2020,2,"2020-02","Schimmelstrasse",313,129
2020,3,"2020-03","Schimmelstrasse",345,145
2020,4,"2020-04","Schimmelstrasse",75,19
2020,5,"2020-05","Schimmelstrasse",57,9
2020,6,"2020-06","Schimmelstrasse",0,0
2020,7,"2020-07","Schimmelstrasse",0,0
2020,8,"2020-08","Schimmelstrasse",0,0
2020,9,"2020-09","Schimmelstrasse",39,7
2020,10,"2020-10","Schimmelstrasse",169,41
2020,11,"2020-11","Schimmelstrasse",367,143
2020,12,"2020-12","Schimmelstrasse",,
2021,1,"2021-01","Schimmelstrasse",546,298
2021,2,"2021-02","Schimmelstrasse",411,187
2021,3,"2021-03","Schimmelstrasse",381,157
2021,4,"2021-04","Schimmelstrasse",225,89
2021,5,"2021-05","Schimmelstrasse",,
2021,6,"2021-06","Schimmelstrasse",0,0
2021,7,"2021-07","Schimmelstrasse",0,0
2021,8,"2021-08","Schimmelstrasse",0,0
2021,9,"2021-09","Schimmelstrasse",0,0
2021,10,"2021-10","Schimmelstrasse",197,45
2021,11,"2021-11","Schimmelstrasse",388,172
2021,12,"2021-12","Schimmelstrasse",492,244
2022,1,"2022-01","Schimmelstrasse",514,274
2022,2,"2022-02","Schimmelstrasse",396,172
2022,3,"2022-03","Schimmelstrasse",319,111
2022,4,"2022-04","Schimmelstrasse",197,61
2022,5,"2022-05","Schimmelstrasse",0,0
2022,6,"2022-06","Schimmelstrasse",0,0
2022,7,"2022-07","Schimmelstrasse",0,0
2022,8,"2022-08","Schimmelstrasse",0,0
2022,9,"2022-09","Schimmelstrasse",45,5
2022,10,"2022-10","Schimmelstrasse",8,0
2022,11,"2022-11","Schimmelstrasse",322,98
2022,12,"2022-12","Schimmelstrasse",484,244
2023,1,"2023-01","Schimmelstrasse",476,236
2023,2,"2023-02","Schimmelstrasse",,
2023,3,"2023-03","Schimmelstrasse",308,116
2023,4,"2023-04","Schimmelstrasse",270,78
2023,5,"2023-05","Schimmelstrasse",33,1
2023,6,"2023-06","Schimmelstrasse",,
2023,7,"2023-07","Schimmelstrasse",0,0
2023,8,"2023-08","Schimmelstrasse",0,0
2023,9,"2023-09","Schimmelstrasse",0,0
2023,10,"2023-10","Schimmelstrasse",59,11
2023,11,"2023-11","Schimmelstrasse",359,135
2023,12,"2023-12","Schimmelstrasse",459,211
2024,1,"2024-01","Schimmelstrasse",496,256
2024,2,"2024-02","Schimmelstrasse",343,111
2024,3,"2024-03","Schimmelstrasse",267,83
2024,4,"2024-04","Schimmelstrasse",203,75
2024,5,"2024-05","Schimmelstrasse",25,1
2024,6,"2024-06","Schimmelstrasse",0,0
2024,7,"2024-07","Schimmelstrasse",0,0
2024,8,"2024-08","Schimmelstrasse",0,0
2024,9,"2024-09","Schimmelstrasse",63,7
2024,10,"2024-10","Schimmelstrasse",89,9
2024,11,"2024-11","Schimmelstrasse",395,155
2024,12,"2024-12","Schimmelstrasse",513,265
2025,1,"2025-01","Schimmelstrasse",506,258
2025,2,"2025-02","Schimmelstrasse",441,217
2025,3,"2025-03","Schimmelstrasse",337,105
2025,4,"2025-04","Schimmelstrasse",108,20
2025,5,"2025-05","Schimmelstrasse",47,7
2025,6,"2025-06","Schimmelstrasse",0,0
2025,7,"2025-07","Schimmelstrasse",0,0
2025,8,"2025-08","Schimmelstrasse",0,0
2025,9,"2025-09","Schimmelstrasse",25,1
2025,10,"2025-10","Schimmelstrasse",205,29
2025,11,"2025-11","Schimmelstrasse",404,172
2025,12,"2025-12","Schimmelstrasse",505,257
2026,1,"2026-01","Schimmelstrasse",571,323
2014,1,"2014-01","Rosengartenstrasse",481,233
2014,2,"2014-02","Rosengartenstrasse",409,185
2014,3,"2014-03","Rosengartenstrasse",311,111
2014,4,"2014-04","Rosengartenstrasse",144,32
2014,5,"2014-05","Rosengartenstrasse",82,18
2014,6,"2014-06","Rosengartenstrasse",0,0
2014,7,"2014-07","Rosengartenstrasse",0,0
2014,8,"2014-08","Rosengartenstrasse",0,0
2014,9,"2014-09","Rosengartenstrasse",8,0
2014,10,"2014-10","Rosengartenstrasse",95,23
2014,11,"2014-11","Rosengartenstrasse",366,126
2014,12,"2014-12","Rosengartenstrasse",482,234
2015,1,"2015-01","Rosengartenstrasse",513,273
2015,2,"2015-02","Rosengartenstrasse",529,305
2015,3,"2015-03","Rosengartenstrasse",371,131
2015,4,"2015-04","Rosengartenstrasse",155,59
2015,5,"2015-05","Rosengartenstrasse",39,7
2015,6,"2015-06","Rosengartenstrasse",,
2015,7,"2015-07","Rosengartenstrasse",0,0
2015,8,"2015-08","Rosengartenstrasse",0,0
2015,9,"2015-09","Rosengartenstrasse",26,2
2015,10,"2015-10","Rosengartenstrasse",232,64
2015,11,"2015-11","Rosengartenstrasse",274,114
2015,12,"2015-12","Rosengartenstrasse",470,222
2016,1,"2016-01","Rosengartenstrasse",503,255
2016,2,"2016-02","Rosengartenstrasse",431,199
2016,3,"2016-03","Rosengartenstrasse",,
2016,4,"2016-04","Rosengartenstrasse",225,65
2016,5,"2016-05","Rosengartenstrasse",116,20
2016,6,"2016-06","Rosengartenstrasse",0,0
2016,7,"2016-07","Rosengartenstrasse",0,0
2016,8,"2016-08","Rosengartenstrasse",0,0
2016,9,"2016-09","Rosengartenstrasse",0,0
2016,10,"2016-10","Rosengartenstrasse",269,77
2016,11,"2016-11","Rosengartenstrasse",419,179
2016,12,"2016-12","Rosengartenstrasse",,
2017,1,"2017-01","Rosengartenstrasse",666,418
2017,2,"2017-02","Rosengartenstrasse",414,190
2017,3,"2017-03","Rosengartenstrasse",277,77
2017,4,"2017-04","Rosengartenstrasse",215,71
2017,5,"2017-05","Rosengartenstrasse",75,11
2017,6,"2017-06","Rosengartenstrasse",0,0
2017,7,"2017-07","Rosengartenstrasse",0,0
2017,8,"2017-08","Rosengartenstrasse",0,0
2017,9,"2017-09","Rosengartenstrasse",42,2
2017,10,"2017-10","Rosengartenstrasse",106,26
2017,11,"2017-11","Rosengartenstrasse",378,170
2017,12,"2017-12","Rosengartenstrasse",527,279
2018,1,"2018-01","Rosengartenstrasse",426,178
2018,2,"2018-02","Rosengartenstrasse",552,328
2018,3,"2018-03","Rosengartenstrasse",453,205
2018,4,"2018-04","Rosengartenstrasse",62,14
2018,5,"2018-05","Rosengartenstrasse",35,3
2018,6,"2018-06","Rosengartenstrasse",0,0
2018,7,"2018-07","Rosengartenstrasse",0,0
2018,8,"2018-08","Rosengartenstrasse",0,0
2018,9,"2018-09","Rosengartenstrasse",26,2
2018,10,"2018-10","Rosengartenstrasse",131,43
2018,11,"2018-11","Rosengartenstrasse",,
2018,12,"2018-12","Rosengartenstrasse",474,226
2019,1,"2019-01","Rosengartenstrasse",575,327
2019,2,"2019-02","Rosengartenstrasse",420,196
2019,3,"2019-03","Rosengartenstrasse",345,113
2019,4,"2019-04","Rosengartenstrasse",225,73
2019,5,"2019-05","Rosengartenstrasse",164,36
2019,6,"2019-06","Rosengartenstrasse",0,0
2019,7,"2019-07","Rosengartenstrasse",0,0
2019,8,"2019-08","Rosengartenstrasse",0,0
2019,9,"2019-09","Rosengartenstrasse",8,0
2019,10,"2019-10","Rosengartenstrasse",65,17
2019,11,"2019-11","Rosengartenstrasse",391,159
2019,12,"2019-12","Rosengartenstrasse",473,225
2020,1,"2020-01","Rosengartenstrasse",505,257
2020,2,"2020-02","Rosengartenstrasse",350,142
2020,3,"2020-03","Rosengartenstrasse",353,153
2020,4,"2020-04","Rosengartenstrasse",85,21
2020,5,"2020-05","Rosengartenstrasse",60,12
2020,6,"2020-06","Rosengartenstrasse",0,0
2020,7,"2020-07","Rosengartenstrasse",0,0
2020,8,"2020-08","Rosengartenstrasse",0,0
2020,9,"2020-09","Rosengartenstrasse",40,8
2020,10,"2020-10","Rosengartenstrasse",220,52
2020,11,"2020-11","Rosengartenstrasse",382,158
2020,12,"2020-12","Rosengartenstrasse",513,265
2021,1,"2021-01","Rosengartenstrasse",560,312
2021,2,"2021-02","Rosengartenstrasse",418,194
2021,3,"2021-03","Rosengartenstrasse",388,164
2021,4,"2021-04","Rosengartenstrasse",231,95
2021,5,"2021-05","Rosengartenstrasse",162,26
2021,6,"2021-06","Rosengartenstrasse",0,0
2021,7,"2021-07","Rosengartenstrasse",0,0
2021,8,"2021-08","Rosengartenstrasse",0,0
2021,9,"2021-09","Rosengartenstrasse",,
2021,10,"2021-10","Rosengartenstrasse",238,62
2021,11,"2021-11","Rosengartenstrasse",448,208
2021,12,"2021-12","Rosengartenstrasse",500,252
2022,1,"2022-01","Rosengartenstrasse",530,282
2022,2,"2022-02","Rosengartenstrasse",403,179
2022,3,"2022-03","Rosengartenstrasse",328,120
2022,4,"2022-04","Rosengartenstrasse",235,67
2022,5,"2022-05","Rosengartenstrasse",0,0
2022,6,"2022-06","Rosengartenstrasse",0,0
2022,7,"2022-07","Rosengartenstrasse",0,0
2022,8,"2022-08","Rosengartenstrasse",0,0
2022,9,"2022-09","Rosengartenstrasse",37,5
2022,10,"2022-10","Rosengartenstrasse",9,1
2022,11,"2022-11","Rosengartenstrasse",332,108
2022,12,"2022-12","Rosengartenstrasse",458,226
2023,1,"2023-01","Rosengartenstrasse",483,243
2023,2,"2023-02","Rosengartenstrasse",427,203
2023,3,"2023-03","Rosengartenstrasse",320,120
2023,4,"2023-04","Rosengartenstrasse",275,83
2023,5,"2023-05","Rosengartenstrasse",34,2
2023,6,"2023-06","Rosengartenstrasse",0,0
2023,7,"2023-07","Rosengartenstrasse",0,0
2023,8,"2023-08","Rosengartenstrasse",0,0
2023,9,"2023-09","Rosengartenstrasse",0,0
2023,10,"2023-10","Rosengartenstrasse",66,10
2023,11,"2023-11","Rosengartenstrasse",372,140
2023,12,"2023-12","Rosengartenstrasse",463,215
2024,1,"2024-01","Rosengartenstrasse",507,259
2024,2,"2024-02","Rosengartenstrasse",341,109
2024,3,"2024-03","Rosengartenstrasse",,
2024,4,"2024-04","Rosengartenstrasse",,
2024,5,"2024-05","Rosengartenstrasse",16,0
2024,6,"2024-06","Rosengartenstrasse",0,0
2024,7,"2024-07","Rosengartenstrasse",0,0
2024,8,"2024-08","Rosengartenstrasse",0,0
2024,9,"2024-09","Rosengartenstrasse",65,9
2024,10,"2024-10","Rosengartenstrasse",103,15
2024,11,"2024-11","Rosengartenstrasse",412,172
2024,12,"2024-12","Rosengartenstrasse",530,282
2025,1,"2025-01","Rosengartenstrasse",524,276
2025,2,"2025-02","Rosengartenstrasse",454,230
2025,3,"2025-03","Rosengartenstrasse",356,116
2025,4,"2025-04","Rosengartenstrasse",,
2025,5,"2025-05","Rosengartenstrasse",59,11
2025,6,"2025-06","Rosengartenstrasse",0,0
2025,7,"2025-07","Rosengartenstrasse",0,0
2025,8,"2025-08","Rosengartenstrasse",0,0
2025,9,"2025-09","Rosengartenstrasse",44,4
2025,10,"2025-10","Rosengartenstrasse",243,43
2025,11,"2025-11","Rosengartenstrasse",420,188
2025,12,"2025-12","Rosengartenstrasse",522,274
2026,1,"2026-01","Rosengartenstrasse",591,343
2024,1,"2024-01","Heubeeribüel",555,307
2024,2,"2024-02","Heubeeribüel",386,154
2024,3,"2024-03","Heubeeribüel",344,128
2024,4,"2024-04","Heubeeribüel",248,112
2024,5,"2024-05","Heubeeribüel",66,10
2024,6,"2024-06","Heubeeribüel",19,3
2024,7,"2024-07","Heubeeribüel",0,0
2024,8,"2024-08","Heubeeribüel",0,0
2024,9,"2024-09","Heubeeribüel",96,24
2024,10,"2024-10","Heubeeribüel",174,38
2024,11,"2024-11","Heubeeribüel",446,206
2024,12,"2024-12","Heubeeribüel",571,323
2025,1,"2025-01","Heubeeribüel",558,310
2025,2,"2025-02","Heubeeribüel",491,267
2025,3,"2025-03","Heubeeribüel",372,148
2025,4,"2025-04","Heubeeribüel",204,52
2025,5,"2025-05","Heubeeribüel",95,23
2025,6,"2025-06","Heubeeribüel",0,0
2025,7,"2025-07","Heubeeribüel",0,0
2025,8,"2025-08","Heubeeribüel",0,0
2025,9,"2025-09","Heubeeribüel",85,13
2025,10,"2025-10","Heubeeribüel",303,79
2025,11,"2025-11","Heubeeribüel",427,211
2025,12,"2025-12","Heubeeribüel",560,312
2026,1,"2026-01","Heubeeribüel",619,371
