"Jahr","Monat","Jahr_Monat","Standort","Heizgradtag","akkumulierteTemperaturdifferenz"
2016,5,"2016-05","Fluntern",160,40
2016,6,"2016-06","Fluntern",0,0
2016,7,"2016-07","Fluntern",9,1
2016,8,"2016-08","Fluntern",0,0
2016,9,"2016-09","Fluntern",8,0
2016,10,"2016-10","Fluntern",336,112
2016,11,"2016-11","Fluntern",452,212
2016,12,"2016-12","Fluntern",599,351
2017,1,"2017-01","Fluntern",712,464
2017,2,"2017-02","Fluntern",455,231
2017,3,"2017-03","Fluntern",321,113
2017,4,"2017-04","Fluntern",289,105
2017,5,"2017-05","Fluntern",126,30
2017,6,"2017-06","Fluntern",0,0
2017,7,"2017-07","Fluntern",0,0
2017,8,"2017-08","Fluntern",8,0
2017,9,"2017-09","Fluntern",110,14
2017,10,"2017-10","Fluntern",175,47
2017,11,"2017-11","Fluntern",456,216
2017,12,"2017-12","Fluntern",579,331
2018,1,"2018-01","Fluntern",473,225
2018,2,"2018-02","Fluntern",601,377
2018,3,"2018-03","Fluntern",503,255
2018,4,"2018-04","Fluntern",112,24
2018,5,"2018-05","Fluntern",75,11
2018,6,"2018-06","Fluntern",0,0
2018,7,"2018-07","Fluntern",0,0
2018,8,"2018-08","Fluntern",0,0
2018,9,"2018-09","Fluntern",30,6
2018,10,"2018-10","Fluntern",188,60
2018,11,"2018-11","Fluntern",440,200
2018,12,"2018-12","Fluntern",513,265
2019,1,"2019-01","Fluntern",616,368
2019,2,"2019-02","Fluntern",451,227
2019,3,"2019-03","Fluntern",396,148
2019,4,"2019-04","Fluntern",272,104
2019,5,"2019-05","Fluntern",234,66
2019,6,"2019-06","Fluntern",0,0
2019,7,"2019-07","Fluntern",0,0
2019,8,"2019-08","Fluntern",0,0
2019,9,"2019-09","Fluntern",35,3
2019,10,"2019-10","Fluntern",177,33
2019,11,"2019-11","Fluntern",428,196
2019,12,"2019-12","Fluntern",503,255
2020,1,"2020-01","Fluntern",540,292
2020,2,"2020-02","Fluntern",379,171
2020,3,"2020-03","Fluntern",421,189
2020,4,"2020-04","Fluntern",114,34
2020,5,"2020-05","Fluntern",114,26
2020,6,"2020-06","Fluntern",17,1
2020,7,"2020-07","Fluntern",0,0
2020,8,"2020-08","Fluntern",9,1
2020,9,"2020-09","Fluntern",65,17
2020,10,"2020-10","Fluntern",299,83
2020,11,"2020-11","Fluntern",421,189
2020,12,"2020-12","Fluntern",555,307
2021,1,"2021-01","Fluntern",602,354
2021,2,"2021-02","Fluntern",448,224
2021,3,"2021-03","Fluntern",435,203
2021,4,"2021-04","Fluntern",327,127
2021,5,"2021-05","Fluntern",240,56
2021,6,"2021-06","Fluntern",0,0
2021,7,"2021-07","Fluntern",0,0
2021,8,"2021-08","Fluntern",0,0
2021,9,"2021-09","Fluntern",26,2
2021,10,"2021-10","Fluntern",298,90
2021,11,"2021-11","Fluntern",487,247
2021,12,"2021-12","Fluntern",538,290
2022,1,"2022-01","Fluntern",568,320
2022,2,"2022-02","Fluntern",435,211
2022,3,"2022-03","Fluntern",373,149
2022,4,"2022-04","Fluntern",298,98
2022,5,"2022-05","Fluntern",44,4
2022,6,"2022-06","Fluntern",0,0
2022,7,"2022-07","Fluntern",0,0
2022,8,"2022-08","Fluntern",0,0
2022,9,"2022-09","Fluntern",117,21
2022,10,"2022-10","Fluntern",36,4
2022,11,"2022-11","Fluntern",375,143
2022,12,"2022-12","Fluntern",529,289
2023,1,"2023-01","Fluntern",522,282
2023,2,"2023-02","Fluntern",461,237
2023,3,"2023-03","Fluntern",381,157
2023,4,"2023-04","Fluntern",335,119
2023,5,"2023-05","Fluntern",122,18
2023,6,"2023-06","Fluntern",0,0
2023,7,"2023-07","Fluntern",0,0
2023,8,"2023-08","Fluntern",9,1
2023,9,"2023-09","Fluntern",8,0
2023,10,"2023-10","Fluntern",149,29
2023,11,"2023-11","Fluntern",421,181
2023,12,"2023-12","Fluntern",500,252
2024,1,"2024-01","Fluntern",548,300
2024,2,"2024-02","Fluntern",382,150
2024,3,"2024-03","Fluntern",340,124
2024,4,"2024-04","Fluntern",243,107
2024,5,"2024-05","Fluntern",72,8
2024,6,"2024-06","Fluntern",18,2
2024,7,"2024-07","Fluntern",0,0
2024,8,"2024-08","Fluntern",0,0
2024,9,"2024-09","Fluntern",94,22
2024,10,"2024-10","Fluntern",168,32
2024,11,"2024-11","Fluntern",442,202
2024,12,"2024-12","Fluntern",566,318
2025,1,"2025-01","Fluntern",,
2025,2,"2025-02","Fluntern",,
2025,3,"2025-03","Fluntern",,
2025,4,"2025-04","Fluntern",,
2025,5,"2025-05","Fluntern",,
2025,6,"2025-06","Fluntern",,
2025,7,"2025-07","Fluntern",,
2025,8,"2025-08","Fluntern",,
2025,9,"2025-09","Fluntern",,
2025,10,"2025-10","Fluntern",,
2025,11,"2025-11","Fluntern",,
2025,12,"2025-12","Fluntern",,
2026,1,"2026-01","Fluntern",618,370
1993,1,"1993-01","Stampfenbachstrasse",486,238
1993,2,"1993-02","Stampfenbachstrasse",533,309
1993,3,"1993-03","Stampfenbachstrasse",393,185
1993,4,"1993-04","Stampfenbachstrasse",206,62
1993,5,"1993-05","Stampfenbachstrasse",19,3
1993,6,"1993-06","Stampfenbachstrasse",0,0
1993,7,"1993-07","Stampfenbachstrasse",18,2
1993,8,"1993-08","Stampfenbachstrasse",0,0
1993,9,"1993-09","Stampfenbachstrasse",54,6
1993,10,"1993-10","Stampfenbachstrasse",274,98
1993,11,"1993-11","Stampfenbachstrasse",528,288
1993,12,"1993-12","Stampfenbachstrasse",459,219
1994,1,"1994-01","Stampfenbachstrasse",505,257
1994,2,"1994-02","Stampfenbachstrasse",466,242
1994,3,"1994-03","Stampfenbachstrasse",255,71
1994,4,"1994-04","Stampfenbachstrasse",308,124
1994,5,"1994-05","Stampfenbachstrasse",36,4
1994,6,"1994-06","Stampfenbachstrasse",28,4
1994,7,"1994-07","Stampfenbachstrasse",0,0
1994,8,"1994-08","Stampfenbachstrasse",0,0
1994,9,"1994-09","Stampfenbachstrasse",58,10
1994,10,"1994-10","Stampfenbachstrasse",238,62
1994,11,"1994-11","Stampfenbachstrasse",325,85
1994,12,"1994-12","Stampfenbachstrasse",466,218
1995,1,"1995-01","Stampfenbachstrasse",580,332
1995,2,"1995-02","Stampfenbachstrasse",379,155
1995,3,"1995-03","Stampfenbachstrasse",459,211
1995,4,"1995-04","Stampfenbachstrasse",230,70
1995,5,"1995-05","Stampfenbachstrasse",77,21
1995,6,"1995-06","Stampfenbachstrasse",41,1
1995,7,"1995-07","Stampfenbachstrasse",0,0
1995,8,"1995-08","Stampfenbachstrasse",26,2
1995,9,"1995-09","Stampfenbachstrasse",40,8
1995,10,"1995-10","Stampfenbachstrasse",68,12
1995,11,"1995-11","Stampfenbachstrasse",452,212
1995,12,"1995-12","Stampfenbachstrasse",581,333
1996,1,"1996-01","Stampfenbachstrasse",595,347
1996,2,"1996-02","Stampfenbachstrasse",564,332
1996,3,"1996-03","Stampfenbachstrasse",477,237
1996,4,"1996-04","Stampfenbachstrasse",211,75
1996,5,"1996-05","Stampfenbachstrasse",98,18
1996,6,"1996-06","Stampfenbachstrasse",18,2
1996,7,"1996-07","Stampfenbachstrasse",8,0
1996,8,"1996-08","Stampfenbachstrasse",0,0
1996,9,"1996-09","Stampfenbachstrasse",122,18
1996,10,"1996-10","Stampfenbachstrasse",274,58
1996,11,"1996-11","Stampfenbachstrasse",422,190
1996,12,"1996-12","Stampfenbachstrasse",611,363
1997,1,"1997-01","Stampfenbachstrasse",649,401
1997,2,"1997-02","Stampfenbachstrasse",413,189
1997,3,"1997-03","Stampfenbachstrasse",338,106
1997,4,"1997-04","Stampfenbachstrasse",289,97
1997,5,"1997-05","Stampfenbachstrasse",63,15
1997,6,"1997-06","Stampfenbachstrasse",9,1
1997,7,"1997-07","Stampfenbachstrasse",0,0
1997,8,"1997-08","Stampfenbachstrasse",0,0
1997,9,"1997-09","Stampfenbachstrasse",8,0
1997,10,"1997-10","Stampfenbachstrasse",267,107
1997,11,"1997-11","Stampfenbachstrasse",434,194
1997,12,"1997-12","Stampfenbachstrasse",512,264
1998,1,"1998-01","Stampfenbachstrasse",534,286
1998,2,"1998-02","Stampfenbachstrasse",424,208
1998,3,"1998-03","Stampfenbachstrasse",391,175
1998,4,"1998-04","Stampfenbachstrasse",249,89
1998,5,"1998-05","Stampfenbachstrasse",28,4
1998,6,"1998-06","Stampfenbachstrasse",18,2
1998,7,"1998-07","Stampfenbachstrasse",0,0
1998,8,"1998-08","Stampfenbachstrasse",0,0
1998,9,"1998-09","Stampfenbachstrasse",64,8
1998,10,"1998-10","Stampfenbachstrasse",239,47
1998,11,"1998-11","Stampfenbachstrasse",,
1998,12,"1998-12","Stampfenbachstrasse",542,302
1999,1,"1999-01","Stampfenbachstrasse",539,291
1999,2,"1999-02","Stampfenbachstrasse",547,323
1999,3,"1999-03","Stampfenbachstrasse",403,155
1999,4,"1999-04","Stampfenbachstrasse",238,78
1999,5,"1999-05","Stampfenbachstrasse",8,0
1999,6,"1999-06","Stampfenbachstrasse",17,1
1999,7,"1999-07","Stampfenbachstrasse",0,0
1999,8,"1999-08","Stampfenbachstrasse",0,0
1999,9,"1999-09","Stampfenbachstrasse",0,0
1999,10,"1999-10","Stampfenbachstrasse",264,64
1999,11,"1999-11","Stampfenbachstrasse",505,273
1999,12,"1999-12","Stampfenbachstrasse",529,281
2000,1,"2000-01","Stampfenbachstrasse",553,321
2000,2,"2000-02","Stampfenbachstrasse",420,196
2000,3,"2000-03","Stampfenbachstrasse",392,152
2000,4,"2000-04","Stampfenbachstrasse",193,57
2000,5,"2000-05","Stampfenbachstrasse",8,0
2000,6,"2000-06","Stampfenbachstrasse",0,0
2000,7,"2000-07","Stampfenbachstrasse",18,2
2000,8,"2000-08","Stampfenbachstrasse",0,0
2000,9,"2000-09","Stampfenbachstrasse",,
2000,10,"2000-10","Stampfenbachstrasse",189,29
2000,11,"2000-11","Stampfenbachstrasse",394,154
2000,12,"2000-12","Stampfenbachstrasse",474,226
2001,1,"2001-01","Stampfenbachstrasse",541,293
2001,2,"2001-02","Stampfenbachstrasse",415,199
2001,3,"2001-03","Stampfenbachstrasse",367,135
2001,4,"2001-04","Stampfenbachstrasse",329,129
2001,5,"2001-05","Stampfenbachstrasse",20,4
2001,6,"2001-06","Stampfenbachstrasse",19,3
2001,7,"2001-07","Stampfenbachstrasse",0,0
2001,8,"2001-08","Stampfenbachstrasse",0,0
2001,9,"2001-09","Stampfenbachstrasse",102,14
2001,10,"2001-10","Stampfenbachstrasse",36,4
2001,11,"2001-11","Stampfenbachstrasse",483,243
2001,12,"2001-12","Stampfenbachstrasse",593,345
2002,1,"2002-01","Stampfenbachstrasse",571,323
2002,2,"2002-02","Stampfenbachstrasse",373,157
2002,3,"2002-03","Stampfenbachstrasse",342,126
2002,4,"2002-04","Stampfenbachstrasse",238,70
2002,5,"2002-05","Stampfenbachstrasse",86,22
2002,6,"2002-06","Stampfenbachstrasse",0,0
2002,7,"2002-07","Stampfenbachstrasse",0,0
2002,8,"2002-08","Stampfenbachstrasse",0,0
2002,9,"2002-09","Stampfenbachstrasse",93,29
2002,10,"2002-10","Stampfenbachstrasse",239,55
2002,11,"2002-11","Stampfenbachstrasse",387,147
2002,12,"2002-12","Stampfenbachstrasse",489,241
2003,1,"2003-01","Stampfenbachstrasse",590,342
2003,2,"2003-02","Stampfenbachstrasse",586,362
2003,3,"2003-03","Stampfenbachstrasse",329,121
2003,4,"2003-04","Stampfenbachstrasse",206,86
2003,5,"2003-05","Stampfenbachstrasse",56,8
2003,6,"2003-06","Stampfenbachstrasse",0,0
2003,7,"2003-07","Stampfenbachstrasse",0,0
2003,8,"2003-08","Stampfenbachstrasse",0,0
2003,9,"2003-09","Stampfenbachstrasse",25,1
2003,10,"2003-10","Stampfenbachstrasse",343,143
2003,11,"2003-11","Stampfenbachstrasse",406,166
2003,12,"2003-12","Stampfenbachstrasse",532,292
2004,1,"2004-01","Stampfenbachstrasse",553,305
2004,2,"2004-02","Stampfenbachstrasse",482,250
2004,3,"2004-03","Stampfenbachstrasse",415,199
2004,4,"2004-04","Stampfenbachstrasse",197,61
2004,5,"2004-05","Stampfenbachstrasse",99,27
2004,6,"2004-06","Stampfenbachstrasse",8,0
2004,7,"2004-07","Stampfenbachstrasse",0,0
2004,8,"2004-08","Stampfenbachstrasse",0,0
2004,9,"2004-09","Stampfenbachstrasse",38,6
2004,10,"2004-10","Stampfenbachstrasse",158,30
2004,11,"2004-11","Stampfenbachstrasse",414,190
2004,12,"2004-12","Stampfenbachstrasse",559,311
2005,1,"2005-01","Stampfenbachstrasse",564,316
2005,2,"2005-02","Stampfenbachstrasse",550,326
2005,3,"2005-03","Stampfenbachstrasse",346,170
2005,4,"2005-04","Stampfenbachstrasse",210,58
2005,5,"2005-05","Stampfenbachstrasse",84,12
2005,6,"2005-06","Stampfenbachstrasse",0,0
2005,7,"2005-07","Stampfenbachstrasse",0,0
2005,8,"2005-08","Stampfenbachstrasse",0,0
2005,9,"2005-09","Stampfenbachstrasse",29,5
2005,10,"2005-10","Stampfenbachstrasse",119,23
2005,11,"2005-11","Stampfenbachstrasse",425,209
2005,12,"2005-12","Stampfenbachstrasse",586,338
2006,1,"2006-01","Stampfenbachstrasse",642,394
2006,2,"2006-02","Stampfenbachstrasse",521,297
2006,3,"2006-03","Stampfenbachstrasse",466,242
2006,4,"2006-04","Stampfenbachstrasse",226,74
2006,5,"2006-05","Stampfenbachstrasse",61,13
2006,6,"2006-06","Stampfenbachstrasse",23,7
2006,7,"2006-07","Stampfenbachstrasse",0,0
2006,8,"2006-08","Stampfenbachstrasse",0,0
2006,9,"2006-09","Stampfenbachstrasse",0,0
2006,10,"2006-10","Stampfenbachstrasse",25,1
2006,11,"2006-11","Stampfenbachstrasse",342,110
2006,12,"2006-12","Stampfenbachstrasse",490,250
2007,1,"2007-01","Stampfenbachstrasse",426,194
2007,2,"2007-02","Stampfenbachstrasse",387,163
2007,3,"2007-03","Stampfenbachstrasse",394,146
2007,4,"2007-04","Stampfenbachstrasse",72,16
2007,5,"2007-05","Stampfenbachstrasse",47,7
2007,6,"2007-06","Stampfenbachstrasse",0,0
2007,7,"2007-07","Stampfenbachstrasse",0,0
2007,8,"2007-08","Stampfenbachstrasse",0,0
2007,9,"2007-09","Stampfenbachstrasse",46,6
2007,10,"2007-10","Stampfenbachstrasse",209,73
2007,11,"2007-11","Stampfenbachstrasse",466,226
2007,12,"2007-12","Stampfenbachstrasse",550,302
2008,1,"2008-01","Stampfenbachstrasse",433,209
2008,2,"2008-02","Stampfenbachstrasse",426,194
2008,3,"2008-03","Stampfenbachstrasse",427,179
2008,4,"2008-04","Stampfenbachstrasse",237,77
2008,5,"2008-05","Stampfenbachstrasse",17,1
2008,6,"2008-06","Stampfenbachstrasse",0,0
2008,7,"2008-07","Stampfenbachstrasse",0,0
2008,8,"2008-08","Stampfenbachstrasse",0,0
2008,9,"2008-09","Stampfenbachstrasse",,
2008,10,"2008-10","Stampfenbachstrasse",172,60
2008,11,"2008-11","Stampfenbachstrasse",415,191
2008,12,"2008-12","Stampfenbachstrasse",563,315
2009,1,"2009-01","Stampfenbachstrasse",,
2009,2,"2009-02","Stampfenbachstrasse",510,286
2009,3,"2009-03","Stampfenbachstrasse",412,180
2009,4,"2009-04","Stampfenbachstrasse",79,15
2009,5,"2009-05","Stampfenbachstrasse",19,3
2009,6,"2009-06","Stampfenbachstrasse",0,0
2009,7,"2009-07","Stampfenbachstrasse",0,0
2009,8,"2009-08","Stampfenbachstrasse",0,0
2009,9,"2009-09","Stampfenbachstrasse",0,0
2009,10,"2009-10","Stampfenbachstrasse",225,73
2009,11,"2009-11","Stampfenbachstrasse",353,113
2009,12,"2009-12","Stampfenbachstrasse",543,295
2010,1,"2010-01","Stampfenbachstrasse",631,383
2010,2,"2010-02","Stampfenbachstrasse",498,274
2010,3,"2010-03","Stampfenbachstrasse",407,191
2010,4,"2010-04","Stampfenbachstrasse",174,54
2010,5,"2010-05","Stampfenbachstrasse",143,31
2010,6,"2010-06","Stampfenbachstrasse",9,1
2010,7,"2010-07","Stampfenbachstrasse",0,0
2010,8,"2010-08","Stampfenbachstrasse",0,0
2010,9,"2010-09","Stampfenbachstrasse",38,6
2010,10,"2010-10","Stampfenbachstrasse",259,83
2010,11,"2010-11","Stampfenbachstrasse",367,167
2010,12,"2010-12","Stampfenbachstrasse",602,354
2011,1,"2011-01","Stampfenbachstrasse",542,294
2011,2,"2011-02","Stampfenbachstrasse",451,227
2011,3,"2011-03","Stampfenbachstrasse",357,125
2011,4,"2011-04","Stampfenbachstrasse",85,13
2011,5,"2011-05","Stampfenbachstrasse",27,3
2011,6,"2011-06","Stampfenbachstrasse",9,1
2011,7,"2011-07","Stampfenbachstrasse",0,0
2011,8,"2011-08","Stampfenbachstrasse",0,0
2011,9,"2011-09","Stampfenbachstrasse",9,1
2011,10,"2011-10","Stampfenbachstrasse",240,72
2011,11,"2011-11","Stampfenbachstrasse",405,173
2011,12,"2011-12","Stampfenbachstrasse",466,218
2012,1,"2012-01","Stampfenbachstrasse",511,263
2012,2,"2012-02","Stampfenbachstrasse",635,403
2012,3,"2012-03","Stampfenbachstrasse",244,84
2012,4,"2012-04","Stampfenbachstrasse",267,83
2012,5,"2012-05","Stampfenbachstrasse",55,7
2012,6,"2012-06","Stampfenbachstrasse",0,0
2012,7,"2012-07","Stampfenbachstrasse",0,0
2012,8,"2012-08","Stampfenbachstrasse",0,0
2012,9,"2012-09","Stampfenbachstrasse",17,1
2012,10,"2012-10","Stampfenbachstrasse",181,69
2012,11,"2012-11","Stampfenbachstrasse",371,147
2012,12,"2012-12","Stampfenbachstrasse",517,269
2013,1,"2013-01","Stampfenbachstrasse",554,306
2013,2,"2013-02","Stampfenbachstrasse",549,325
2013,3,"2013-03","Stampfenbachstrasse",497,249
2013,4,"2013-04","Stampfenbachstrasse",271,95
2013,5,"2013-05","Stampfenbachstrasse",125,29
2013,6,"2013-06","Stampfenbachstrasse",17,1
2013,7,"2013-07","Stampfenbachstrasse",0,0
2013,8,"2013-08","Stampfenbachstrasse",0,0
2013,9,"2013-09","Stampfenbachstrasse",9,1
2013,10,"2013-10","Stampfenbachstrasse",101,21
2013,11,"2013-11","Stampfenbachstrasse",416,200
2013,12,"2013-12","Stampfenbachstrasse",537,289
2014,1,"2014-01","Stampfenbachstrasse",457,225
2014,2,"2014-02","Stampfenbachstrasse",406,182
2014,3,"2014-03","Stampfenbachstrasse",306,106
2014,4,"2014-04","Stampfenbachstrasse",126,30
2014,5,"2014-05","Stampfenbachstrasse",73,17
2014,6,"2014-06","Stampfenbachstrasse",0,0
2014,7,"2014-07","Stampfenbachstrasse",0,0
2014,8,"2014-08","Stampfenbachstrasse",0,0
2014,9,"2014-09","Stampfenbachstrasse",8,0
2014,10,"2014-10","Stampfenbachstrasse",93,21
2014,11,"2014-11","Stampfenbachstrasse",365,125
2014,12,"2014-12","Stampfenbachstrasse",480,232
2015,1,"2015-01","Stampfenbachstrasse",511,271
2015,2,"2015-02","Stampfenbachstrasse",530,306
2015,3,"2015-03","Stampfenbachstrasse",361,129
2015,4,"2015-04","Stampfenbachstrasse",153,57
2015,5,"2015-05","Stampfenbachstrasse",48,8
2015,6,"2015-06","Stampfenbachstrasse",0,0
2015,7,"2015-07","Stampfenbachstrasse",0,0
2015,8,"2015-08","Stampfenbachstrasse",0,0
2015,9,"2015-09","Stampfenbachstrasse",18,2
2015,10,"2015-10","Stampfenbachstrasse",226,58
2015,11,"2015-11","Stampfenbachstrasse",267,107
2015,12,"2015-12","Stampfenbachstrasse",455,207
2016,1,"2016-01","Stampfenbachstrasse",493,245
2016,2,"2016-02","Stampfenbachstrasse",417,193
2016,3,"2016-03","Stampfenbachstrasse",415,183
2016,4,"2016-04","Stampfenbachstrasse",221,61
2016,5,"2016-05","Stampfenbachstrasse",114,18
2016,6,"2016-06","Stampfenbachstrasse",0,0
2016,7,"2016-07","Stampfenbachstrasse",0,0
2016,8,"2016-08","Stampfenbachstrasse",0,0
2016,9,"2016-09","Stampfenbachstrasse",0,0
2016,10,"2016-10","Stampfenbachstrasse",265,73
2016,11,"2016-11","Stampfenbachstrasse",413,173
2016,12,"2016-12","Stampfenbachstrasse",539,299
2017,1,"2017-01","Stampfenbachstrasse",664,416
2017,2,"2017-02","Stampfenbachstrasse",417,193
2017,3,"2017-03","Stampfenbachstrasse",276,76
2017,4,"2017-04","Stampfenbachstrasse",205,69
2017,5,"2017-05","Stampfenbachstrasse",76,12
2017,6,"2017-06","Stampfenbachstrasse",0,0
2017,7,"2017-07","Stampfenbachstrasse",0,0
2017,8,"2017-08","Stampfenbachstrasse",0,0
2017,9,"2017-09","Stampfenbachstrasse",17,1
2017,10,"2017-10","Stampfenbachstrasse",105,25
2017,11,"2017-11","Stampfenbachstrasse",397,173
2017,12,"2017-12","Stampfenbachstrasse",530,282
2018,1,"2018-01","Stampfenbachstrasse",429,181
2018,2,"2018-02","Stampfenbachstrasse",554,330
2018,3,"2018-03","Stampfenbachstrasse",458,210
2018,4,"2018-04","Stampfenbachstrasse",53,13
2018,5,"2018-05","Stampfenbachstrasse",26,2
2018,6,"2018-06","Stampfenbachstrasse",0,0
2018,7,"2018-07","Stampfenbachstrasse",0,0
2018,8,"2018-08","Stampfenbachstrasse",0,0
2018,9,"2018-09","Stampfenbachstrasse",9,1
2018,10,"2018-10","Stampfenbachstrasse",127,39
2018,11,"2018-11","Stampfenbachstrasse",397,157
2018,12,"2018-12","Stampfenbachstrasse",465,217
2019,1,"2019-01","Stampfenbachstrasse",566,318
2019,2,"2019-02","Stampfenbachstrasse",415,191
2019,3,"2019-03","Stampfenbachstrasse",340,108
2019,4,"2019-04","Stampfenbachstrasse",223,71
2019,5,"2019-05","Stampfenbachstrasse",154,34
2019,6,"2019-06","Stampfenbachstrasse",0,0
2019,7,"2019-07","Stampfenbachstrasse",0,0
2019,8,"2019-08","Stampfenbachstrasse",0,0
2019,9,"2019-09","Stampfenbachstrasse",8,0
2019,10,"2019-10","Stampfenbachstrasse",63,15
2019,11,"2019-11","Stampfenbachstrasse",387,155
2019,12,"2019-12","Stampfenbachstrasse",467,219
2020,1,"2020-01","Stampfenbachstrasse",499,251
2020,2,"2020-02","Stampfenbachstrasse",344,136
2020,3,"2020-03","Stampfenbachstrasse",348,148
2020,4,"2020-04","Stampfenbachstrasse",75,19
2020,5,"2020-05","Stampfenbachstrasse",59,11
2020,6,"2020-06","Stampfenbachstrasse",0,0
2020,7,"2020-07","Stampfenbachstrasse",0,0
2020,8,"2020-08","Stampfenbachstrasse",0,0
2020,9,"2020-09","Stampfenbachstrasse",39,7
2020,10,"2020-10","Stampfenbachstrasse",188,44
2020,11,"2020-11","Stampfenbachstrasse",,
2020,12,"2020-12","Stampfenbachstrasse",491,251
2021,1,"2021-01","Stampfenbachstrasse",558,310
2021,2,"2021-02","Stampfenbachstrasse",416,192
2021,3,"2021-03","Stampfenbachstrasse",386,162
2021,4,"2021-04","Stampfenbachstrasse",,
2021,5,"2021-05","Stampfenbachstrasse",142,22
2021,6,"2021-06","Stampfenbachstrasse",0,0
2021,7,"2021-07","Stampfenbachstrasse",0,0
2021,8,"2021-08","Stampfenbachstrasse",0,0
2021,9,"2021-09","Stampfenbachstrasse",0,0
2021,10,"2021-10","Stampfenbachstrasse",219,51
2021,11,"2021-11","Stampfenbachstrasse",434,194
2021,12,"2021-12","Stampfenbachstrasse",487,239
2022,1,"2022-01","Stampfenbachstrasse",521,273
2022,2,"2022-02","Stampfenbachstrasse",395,171
2022,3,"2022-03","Stampfenbachstrasse",320,112
2022,4,"2022-04","Stampfenbachstrasse",204,60
2022,5,"2022-05","Stampfenbachstrasse",0,0
2022,6,"2022-06","Stampfenbachstrasse",0,0
2022,7,"2022-07","Stampfenbachstrasse",0,0
2022,8,"2022-08","Stampfenbachstrasse",0,0
2022,9,"2022-09","Stampfenbachstrasse",44,4
2022,10,"2022-10","Stampfenbachstrasse",8,0
2022,11,"2022-11","Stampfenbachstrasse",317,93
2022,12,"2022-12","Stampfenbachstrasse",477,237
2023,1,"2023-01","Stampfenbachstrasse",474,234
2023,2,"2023-02","Stampfenbachstrasse",420,196
2023,3,"2023-03","Stampfenbachstrasse",308,116
2023,4,"2023-04","Stampfenbachstrasse",268,76
2023,5,"2023-05","Stampfenbachstrasse",17,1
2023,6,"2023-06","Stampfenbachstrasse",0,0
2023,7,"2023-07","Stampfenbachstrasse",0,0
2023,8,"2023-08","Stampfenbachstrasse",0,0
2023,9,"2023-09","Stampfenbachstrasse",0,0
2023,10,"2023-10","Stampfenbachstrasse",58,10
2023,11,"2023-11","Stampfenbachstrasse",353,129
2023,12,"2023-12","Stampfenbachstrasse",451,203
2024,1,"2024-01","Stampfenbachstrasse",499,251
2024,2,"2024-02","Stampfenbachstrasse",325,101
2024,3,"2024-03","Stampfenbachstrasse",260,76
2024,4,"2024-04","Stampfenbachstrasse",201,73
2024,5,"2024-05","Stampfenbachstrasse",8,0
2024,6,"2024-06","Stampfenbachstrasse",0,0
2024,7,"2024-07","Stampfenbachstrasse",0,0
2024,8,"2024-08","Stampfenbachstrasse",0,0
2024,9,"2024-09","Stampfenbachstrasse",65,9
2024,10,"2024-10","Stampfenbachstrasse",101,13
2024,11,"2024-11","Stampfenbachstrasse",403,163
2024,12,"2024-12","Stampfenbachstrasse",523,275
2025,1,"2025-01","Stampfenbachstrasse",515,267
2025,2,"2025-02","Stampfenbachstrasse",446,222
2025,3,"2025-03","Stampfenbachstrasse",330,106
2025,4,"2025-04","Stampfenbachstrasse",119,23
2025,5,"2025-05","Stampfenbachstrasse",49,9
2025,6,"2025-06","Stampfenbachstrasse",0,0
2025,7,"2025-07","Stampfenbachstrasse",0,0
2025,8,"2025-08","Stampfenbachstrasse",0,0
2025,9,"2025-09","Stampfenbachstrasse",42,2
2025,10,"2025-10","Stampfenbachstrasse",227,35
2025,11,"2025-11","Stampfenbachstrasse",407,175
2025,12,"2025-12","Stampfenbachstrasse",512,264
2026,1,"2026-01","Stampfenbachstrasse",577,329
2002,1,"2002-01","Schimmelstrasse",,
2002,2,"2002-02","Schimmelstrasse",352,144
2002,3,"2002-03","Schimmelstrasse",321,113
2002,4,"2002-04","Schimmelstrasse",210,58
2002,5,"2002-05","Schimmelstrasse",74,18
2002,6,"2002-06","Schimmelstrasse",0,0
2002,7,"2002-07","Schimmelstrasse",0,0
2002,8,"2002-08","Schimmelstrasse",0,0
2002,9,"2002-09","Schimmelstrasse",87,23
2002,10,"2002-10","Schimmelstrasse",192,40
2002,11,"2002-11","Schimmelstrasse",347,123
2002,12,"2002-12","Schimmelstrasse",457,217
2004,1,"2004-01","Schimmelstrasse",,
2004,2,"2004-02","Schimmelstrasse",476,244
2004,3,"2004-03","Schimmelstrasse",400,192
2004,4,"2004-04","Schimmelstrasse",191,55
2004,5,"2004-05","Schimmelstrasse",95,23
2004,6,"2004-06","Schimmelstrasse",0,0
2004,7,"2004-07","Schimmelstrasse",0,0
2004,8,"2004-08","Schimmelstrasse",0,0
2004,9,"2004-09","Schimmelstrasse",28,4
2004,10,"2004-10","Schimmelstrasse",133,21
2004,11,"2004-11","Schimmelstrasse",392,176
2004,12,"2004-12","Schimmelstrasse",538,290
2006,1,"2006-01","Schimmelstrasse",,
2006,2,"2006-02","Schimmelstrasse",462,254
2006,3,"2006-03","Schimmelstrasse",443,227
2006,4,"2006-04","Schimmelstrasse",185,65
2006,5,"2006-05","Schimmelstrasse",50,10
2006,6,"2006-06","Schimmelstrasse",22,6
2006,7,"2006-07","Schimmelstrasse",0,0
2006,8,"2006-08","Schimmelstrasse",0,0
